"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","hgnc_symbol","uniprotswissprot"
"29",1.27697948614447,8.59426845631861,46.5045331365562,0,0,839.709131810526,"ENSG00000253953","PCDHGB4","Q9UN71"
"30",1.27528472765084,8.59314962788345,46.4332985175662,0,0,837.631314702682,"ENSG00000253537","PCDHGA7","Q9Y5G6"
"31",1.27765054693747,8.59115947961801,46.4427692985821,0,0,837.907490941142,"ENSG00000262209","PCDHGB3","Q9Y5G1"
"32",1.27477977448247,8.59100530606161,46.4107504123866,0,0,836.973714177636,"ENSG00000253767","PCDHGA8","Q9Y5G5"
"33",1.59478100622111,8.5599188529479,28.1495584334483,6.58719185988389e-158,2.26724393520078e-157,349.419419057607,"ENSG00000109846","CRYAB","P02511"
"34",1.4453523811151,8.43346621319619,31.6161552298232,4.68107939616935e-194,1.97951849947348e-193,432.559770788992,"ENSG00000166710","B2M","P61769"
"35",1.05611536077284,8.40116247326611,23.0925876952657,3.20672530597221e-110,8.34878441042129e-110,239.741212141896,"ENSG00000112531","QKI","Q96PU8"
"36",1.00038685701868,8.37560103856112,24.2019318309595,4.10739436341294e-120,1.13885184487283e-119,262.478533417102,"ENSG00000125462",NA,NA
"37",1.15023304624716,8.2766589319627,53.6511043925577,0,0,1051.39286967375,"ENSG00000283041",NA,NA
"38",1.17791075963322,8.19859703656594,16.8099898754555,3.94486990565989e-61,7.39587381191321e-61,126.969722543261,"ENSG00000171885","AQP4","P55087"
"39",1.16101875735811,8.13632012996804,51.8205643731155,0,0,996.666414771514,"ENSG00000127022","CANX","P27824"
"40",1.09737357052964,8.06719591387266,41.3651436363308,6.57114390753366e-307,5.3496999066291e-306,692.216504253041,"ENSG00000168385","SEPTIN2","Q15019"
"41",1.0205567250676,7.99342765206213,39.094963332699,1.92983190733862e-279,1.33796913891756e-278,628.995574332923,"ENSG00000164733","CTSB","P07858"
"42",3.24061302889891,7.94152690162946,62.1324547976766,0,0,1306.81693238786,"ENSG00000132692","BCAN","Q96GW7"
"43",1.39705048860825,7.9222893484485,23.4331608934269,3.20012237827701e-113,8.4938308214047e-113,246.626626405654,"ENSG00000147588","PMP2","P02689"
"44",1.28370283200835,7.89031662256045,68.8411534069097,0,0,1508.38267576165,"ENSG00000204628","RACK1","P63244"
"45",1.85825733541235,7.83499914938103,25.9925473712393,8.95686656235546e-137,2.73309993701781e-136,300.790732662873,"ENSG00000026025","VIM","P08670"
"46",1.33859513850546,7.79557711399504,32.4847281402697,1.70891488360508e-203,7.62265623776761e-203,454.237812415113,"ENSG00000162512","SDC3","O75056"
"47",1.25947958548954,7.7580328535849,60.5567179598986,0,0,1259.24482982823,"ENSG00000140391","TSPAN3","O60637"
"48",2.7921851184122,7.68488725569398,57.9168853194096,0,0,1179.66642714412,"ENSG00000106278","PTPRZ1","P23471"
"49",1.74200298432819,7.6389341782792,36.1531976081388,8.09758569244599e-245,4.60267426433585e-244,549.327019539756,"ENSG00000137726","FXYD6","Q9H0Q3"
"50",1.07683931123502,7.52259286981784,37.0335506141225,4.71231211621863e-255,2.84308147639242e-254,572.854545601753,"ENSG00000008441","NFIX","Q14938"
"51",1.10763940119597,7.49883166166088,26.3219008174324,6.28362170015523e-140,1.95260971357524e-139,308.00121948915,"ENSG00000135744","AGT","P01019"
"52",1.02774884157904,7.48133822313696,35.8953918726432,7.65364988198839e-242,4.28357255404329e-241,542.451932229015,"ENSG00000114353","GNAI2","P04899"
"53",1.52763876045557,7.48013339572923,35.6787610804141,2.37856848394924e-239,1.3111076651121e-238,536.731447168937,"ENSG00000234745","HLA-B","P01889"
"54",1.57886978534268,7.47638183438621,42.9528588121577,0,0,737.181053861426,"ENSG00000206503","HLA-A","P04439"
"55",2.26678481954891,7.46620413489289,54.675441039943,0,0,1082.11357418294,"ENSG00000204580","DDR1","Q08345"
"56",1.92380720263033,7.38728951359675,79.2885190048404,0,0,1816.81407302225,"ENSG00000277443","MARCKS","P29966"
"57",1.10874361083938,7.32799686616346,55.7257153319475,0,0,1113.63867065026,"ENSG00000255508",NA,NA
"58",1.58152128549752,7.31979774421493,34.4481218500657,2.48298555618473e-225,1.26349676390197e-224,504.469213307758,"ENSG00000035862","TIMP2","P16035"
"59",1.5611069733284,7.30765715450154,61.6845955130203,0,0,1293.25779399615,"ENSG00000089157","RPLP0","P05388"
"60",1.74396342911538,7.28767304118591,37.0396228234826,4.00172586012037e-255,2.41644000916817e-254,573.028259949513,"ENSG00000175899","A2M","P01023"
"61",1.5408427031854,7.27977967417849,63.401881559619,0,0,1345.02431143178,"ENSG00000179218","CALR","P27797"
"62",1.06629007861362,7.27246344218247,32.3910539442979,1.80874247340461e-202,8.02333015967266e-202,451.849331742019,"ENSG00000091129","NRCAM","Q92823"
"63",1.6570181778116,7.23805863223188,40.8441120819106,1.49141596528711e-300,1.17336701847287e-299,677.570343606657,"ENSG00000134824","FADS2","O95864"
"64",1.1273153120334,7.23565066053424,53.5582103645959,0,0,1048.57370669707,"ENSG00000254772","EEF1G","P26641"
"65",1.48377415089947,7.16939206294962,34.9458018427714,5.68884134933724e-231,2.99020921467691e-230,517.437300358171,"ENSG00000078549","ADCYAP1R1","P41586"
"66",1.27202145346226,7.16515719374777,35.9762499831337,8.94775807585783e-243,5.02689273733517e-242,544.59128413642,"ENSG00000135404","CD63","P08962"
"67",1.38328572107153,7.14384705272887,60.0709955758678,0,0,1244.57729501767,"ENSG00000070756","PABPC1","P11940"
"68",1.92956380077042,7.1389774324537,37.7281541745095,3.30720185992482e-263,2.08399733000065e-262,591.62810301263,"ENSG00000205336","ADGRG1","Q9Y653"
"69",2.40634090698773,7.13055311757221,50.3914722181633,0,0,954.139911006753,"ENSG00000113657","DPYSL3","Q14195"
"70",1.43043518329235,7.06306327294248,60.8993530230811,0,0,1269.56394041394,"ENSG00000179222","MAGED1","Q9Y5V3"
"71",1.32502736254212,7.04708890132755,40.013687869831,1.74344564704486e-290,1.28860780003613e-289,654.383233768518,"ENSG00000167553","TUBA1C","Q9BQE3"
"72",1.49067664342877,7.04164782264594,35.8398029250536,3.34298592585277e-241,1.86430390887825e-240,540.974338653141,"ENSG00000204525","HLA-C","P10321"
"73",1.31050207460518,7.0370443248188,35.383694499324,5.74798289995648e-236,3.11157917578326e-235,528.922240592725,"ENSG00000117519","CNN3","Q15417"
"74",2.25981930145544,7.03394757321088,32.0115304223041,2.46622936805432e-198,1.06783738512872e-197,442.363538150157,"ENSG00000019582","CD74","P04233"
"75",1.05598956084415,7.02454669349993,57.2556357745203,0,0,1159.68038062294,"ENSG00000010810","FYN","P06241"
"76",1.29419476670552,6.99791370216257,35.7773905330662,1.74754346875352e-240,9.70707676738477e-240,539.314620543336,"ENSG00000105894","PTN","P21246"
"77",1.47244881242543,6.97597066017655,32.0552037214831,8.27220878222312e-199,3.59225719758805e-198,443.428247564248,"ENSG00000168461","RAB31","Q13636"
"78",1.17958863289931,6.96088351241692,19.280604290841,5.96721443903541e-79,1.26436322240926e-78,167.825206963911,"ENSG00000184221","OLIG1","Q8TAK6"
"79",1.43549423309365,6.96076817161698,63.6102943625853,0,0,1351.29267306276,"ENSG00000264772",NA,NA
"80",1.16733623706499,6.94217255126701,35.6624431392794,3.66242829853687e-239,2.01641812146307e-238,536.268625657214,"ENSG00000075142","SRI","P30626"
"81",1.26824738122545,6.92821050800556,40.4410122891472,1.17609555455519e-295,8.98845592715167e-295,666.278281101098,"ENSG00000187957","DNER","Q8NFT8"
"82",1.16259788189685,6.92495972833387,33.6763871033853,1.145222327699e-216,5.50722687779762e-216,484.506867103276,"ENSG00000111328","CDK2AP1","O14519"
"83",1.18220883447358,6.91135140635015,56.1628648865261,0,0,1126.7781215714,"ENSG00000144028","SNRNP200","O75643"
"84",2.01239447513372,6.90129233582576,51.5954826491479,0,0,989.934099484066,"ENSG00000144749","LRIG1","Q96JA1"
"85",1.67798760022183,6.8868232934524,53.9474407635952,0,0,1060.23944123615,"ENSG00000183255","PTTG1IP","P53801"
"86",2.03286541885196,6.87907546040249,21.5312007180785,6.92310023315754e-97,1.64419970774618e-96,209.054245654228,"ENSG00000118785","SPP1","P10451"
"87",1.12244492894133,6.87569846261558,66.6242023908258,0,0,1441.92997660214,"ENSG00000185624","P4HB","P07237"
"88",1.08342788109537,6.86356585853171,63.4796416023831,0,0,1347.3483941565,"ENSG00000277957",NA,NA
"89",1.71569779961858,6.86233978011857,37.7798580475321,8.12561291510728e-264,5.13293779624966e-263,593.013498047912,"ENSG00000100234","TIMP3","P35625"
"90",1.13587271483345,6.83774987992722,68.4808993822923,0,0,1497.57966591309,"ENSG00000147140","NONO","Q15233"
"91",1.06895126374758,6.82799841908071,22.661133631499,1.82334500590979e-106,4.61781405438271e-106,231.038960481382,"ENSG00000104112","SCG3","Q8WXD2"
"92",1.00696589866002,6.80796618855998,32.2371655684549,8.65254767267935e-201,3.80211089360193e-200,447.966289039901,"ENSG00000136802","LRRC8A","Q8IWT6"
"93",1.14115521928944,6.80677426228109,56.6724752875219,0,0,1142.1133327444,"ENSG00000161960","EIF4A1","P60842"
"94",1.32008955875399,6.75943947670298,67.6194995394132,0,0,1471.7838403854,"ENSG00000135052","GOLM1","Q8NBJ4"
"95",1.21114063857455,6.75599705434114,67.0590217764559,0,0,1454.97676011818,"ENSG00000135506","OS9","Q13438"
"96",1.91530871598609,6.75455255106876,77.8312954245496,0,0,1774.3387635742,"ENSG00000213553",NA,NA
"97",1.02175439874001,6.73526263232663,45.7452480746132,0,0,817.529476105359,"ENSG00000137076","TLN1","Q9Y490"
"98",1.20821380311241,6.72621609452796,28.469533034783,3.8963983916915e-161,1.37153028005899e-160,356.748411518291,"ENSG00000265972","TXNIP","Q9H3M7"
"99",1.23516231918757,6.7058582257479,100.411046660544,0,0,2406.03126155188,"ENSG00000089597","GANAB","Q14697"
"100",1.06708648208427,6.68769334321542,46.2996354543046,0,0,833.659049326806,"ENSG00000170348","TMED10","P49755"
"101",1.64326062279886,6.65366017739771,51.7017082836694,0,0,993.083884546328,"ENSG00000155368","DBI","P07108"
"102",1.00399890228,6.61901763033977,36.6410544754917,1.78013268208357e-250,1.04767020708917e-249,562.288016503751,"ENSG00000168003","SLC3A2","P08195"
"103",2.08065162106536,6.60970982701336,31.4502860207164,2.85911636286533e-192,1.19679678522504e-191,428.388896374628,"ENSG00000130287","NCAN","O14594"
"104",1.07444453787489,6.6031934504145,73.5103227469627,0,0,1647.27441023326,"ENSG00000163468","CCT3","P49368"
"105",1.62781779595058,6.57320804610258,34.5217192418675,3.66012799186605e-226,1.87404693442026e-225,506.354683839092,"ENSG00000254528",NA,NA
"106",1.05731610598301,6.53931329968476,35.6050323928796,1.67090288018731e-238,9.16890404001944e-238,534.736443179779,"ENSG00000145675","PIK3R1","P27986"
"107",1.85166770509471,6.52619739502486,36.8446584698476,7.56539143354415e-253,4.50824758197127e-252,567.763134091968,"ENSG00000115414","FN1","P02751"
"108",1.30790829435024,6.48447742746218,16.8071203092078,4.12609706039286e-61,7.73409074491128e-61,126.852300629764,"ENSG00000240583","AQP1","P29972"
"109",1.06023703977214,6.48035993669734,75.0820041527977,0,0,1693.67152017655,"ENSG00000179950","PUF60","Q9UHX1"
"110",1.08117783345437,6.46691760765228,44.178983522493,0,0,772.246177417112,"ENSG00000108518","PFN1","P07737"
"111",1.44879420887756,6.45300435669042,30.4717550780427,7.60656200002686e-182,3.00358113343769e-181,404.383070199605,"ENSG00000163453","IGFBP7","Q16270"
"112",1.49465969063929,6.45181053586142,83.3047265779389,0,0,1932.73657361513,"ENSG00000058262","SEC61A1","P61619"
"113",1.09981252926674,6.40679067428374,21.2463381642158,1.570468724554e-94,3.67629773378505e-94,203.596812942745,"ENSG00000145555","MYO10","Q9HD67"
"114",2.04756175891131,6.38664294123582,34.7561884128368,8.10197529175354e-229,4.21053792739492e-228,512.468337080765,"ENSG00000005513","SOX8","P57073"
